id,date,average_price,total_volume,total_bags,type,year,region
12767,2016-12-18,1.82,6655.29,6068.33,organic,2016,HarrisburgScranton
12768,2016-12-11,1.91,6893.99,6552.86,organic,2016,HarrisburgScranton
12769,2016-12-04,2.01,5955.63,5483.68,organic,2016,HarrisburgScranton
12770,2016-11-27,2.07,5306.81,4868.49,organic,2016,HarrisburgScranton
12771,2016-11-20,1.85,6445.71,5774.17,organic,2016,HarrisburgScranton
12772,2016-11-13,1.74,3601.66,3089.96,organic,2016,HarrisburgScranton
12773,2016-11-06,1.9,5678.73,5374.95,organic,2016,HarrisburgScranton
12774,2016-10-30,1.82,4036.39,3564.29,organic,2016,HarrisburgScranton
12775,2016-10-23,1.44,3509.18,3297.41,organic,2016,HarrisburgScranton
12776,2016-10-16,1.79,5193.18,4853.24,organic,2016,HarrisburgScranton
12777,2016-10-09,1.72,4687.32,4366.29,organic,2016,HarrisburgScranton
12778,2016-10-02,1.86,4651.52,4291.06,organic,2016,HarrisburgScranton
12779,2016-09-25,1.91,6840.51,6482.37,organic,2016,HarrisburgScranton
12780,2016-09-18,2.06,9663.48,9224.73,organic,2016,HarrisburgScranton
12781,2016-09-11,2.03,9668.53,8895.32,organic,2016,HarrisburgScranton
12782,2016-09-04,1.85,7464.59,6905.82,organic,2016,HarrisburgScranton
12783,2016-08-28,1.69,3284.45,2752.28,organic,2016,HarrisburgScranton
12784,2016-08-21,1.56,7470.66,6782.97,organic,2016,HarrisburgScranton
12785,2016-08-14,1.62,3590.48,2970.65,organic,2016,HarrisburgScranton
12786,2016-08-07,1.72,6079.97,5526.89,organic,2016,HarrisburgScranton
12787,2016-07-31,1.68,5590.38,5191.59,organic,2016,HarrisburgScranton
12788,2016-07-24,1.62,5387.66,4776.11,organic,2016,HarrisburgScranton
12789,2016-07-17,2.04,12285.03,11325.59,organic,2016,HarrisburgScranton
12790,2016-07-10,1.88,7574.45,6868.84,organic,2016,HarrisburgScranton
12791,2016-07-03,1.81,7342.95,6454.55,organic,2016,HarrisburgScranton
12792,2016-06-26,1.9,6794.88,6234.63,organic,2016,HarrisburgScranton
12793,2016-06-19,1.9,8174.73,7700.28,organic,2016,HarrisburgScranton
12794,2016-06-12,1.91,7873.7,6148.12,organic,2016,HarrisburgScranton
12795,2016-06-05,1.59,8318.68,8022.66,organic,2016,HarrisburgScranton
12796,2016-05-29,1.75,9117.05,8712.97,organic,2016,HarrisburgScranton
12797,2016-05-22,1.81,8511.92,7943.62,organic,2016,HarrisburgScranton
12798,2016-05-15,1.79,9086.18,8589.95,organic,2016,HarrisburgScranton
12799,2016-05-08,1.6,6605.29,6239.83,organic,2016,HarrisburgScranton
12800,2016-05-01,1.79,9184.96,8718.46,organic,2016,HarrisburgScranton
12801,2016-04-24,1.92,11095.97,10650.72,organic,2016,HarrisburgScranton
12802,2016-04-17,1.79,8785.44,8366.36,organic,2016,HarrisburgScranton
12803,2016-04-10,1.83,6966.0,6669.46,organic,2016,HarrisburgScranton
12804,2016-04-03,1.83,9154.93,8748.71,organic,2016,HarrisburgScranton
12805,2016-03-27,1.83,8688.2,8438.19,organic,2016,HarrisburgScranton
12806,2016-03-20,1.51,7351.07,6891.18,organic,2016,HarrisburgScranton
12807,2016-03-13,1.57,8599.69,8085.76,organic,2016,HarrisburgScranton
12808,2016-03-06,1.58,8782.58,8342.28,organic,2016,HarrisburgScranton
12809,2016-02-28,1.83,7183.79,6786.3,organic,2016,HarrisburgScranton
12810,2016-02-21,1.87,5950.64,5512.26,organic,2016,HarrisburgScranton
12811,2016-02-14,2.22,4784.79,4307.13,organic,2016,HarrisburgScranton
12812,2016-02-07,1.91,7315.19,6879.42,organic,2016,HarrisburgScranton
12813,2016-01-31,1.49,8501.28,8213.63,organic,2016,HarrisburgScranton
12814,2016-01-24,1.79,7830.1,7522.65,organic,2016,HarrisburgScranton
12815,2016-01-17,2.0,4610.66,4196.28,organic,2016,HarrisburgScranton
12816,2016-01-10,1.32,7967.11,7628.46,organic,2016,HarrisburgScranton
12817,2016-01-03,1.58,7329.14,7052.49,organic,2016,HarrisburgScranton
12818,2016-12-25,2.41,8403.07,4772.74,organic,2016,HartfordSpringfield
12819,2016-12-18,2.36,8155.56,4011.52,organic,2016,HartfordSpringfield
12820,2016-12-11,2.54,7514.4,4303.68,organic,2016,HartfordSpringfield
12821,2016-12-04,2.42,8036.44,4290.1,organic,2016,HartfordSpringfield
12822,2016-11-27,2.67,7148.3,4052.56,organic,2016,HartfordSpringfield
12823,2016-11-20,2.3,9689.09,3591.4,organic,2016,HartfordSpringfield
12824,2016-11-13,2.68,5260.62,2150.49,organic,2016,HartfordSpringfield
12825,2016-11-06,2.57,6674.17,3438.63,organic,2016,HartfordSpringfield
12826,2016-10-30,2.34,4272.13,1260.77,organic,2016,HartfordSpringfield
12827,2016-10-23,1.98,1494.63,530.33,organic,2016,HartfordSpringfield
12828,2016-10-16,2.33,5131.43,1426.04,organic,2016,HartfordSpringfield
12829,2016-10-09,2.34,6836.11,2943.2,organic,2016,HartfordSpringfield
12830,2016-10-02,2.33,7328.91,4091.49,organic,2016,HartfordSpringfield
12831,2016-09-25,2.34,9905.86,6587.47,organic,2016,HartfordSpringfield
12832,2016-09-18,2.36,10644.73,7454.19,organic,2016,HartfordSpringfield
12833,2016-09-11,2.27,12509.69,6966.22,organic,2016,HartfordSpringfield
12834,2016-09-04,2.34,9021.82,4653.22,organic,2016,HartfordSpringfield
12835,2016-08-28,2.23,4688.55,916.88,organic,2016,HartfordSpringfield
12836,2016-08-21,2.09,6181.23,1843.63,organic,2016,HartfordSpringfield
12837,2016-08-14,2.19,5131.72,1483.4,organic,2016,HartfordSpringfield
12838,2016-08-07,2.36,5402.37,1531.67,organic,2016,HartfordSpringfield
12839,2016-07-31,2.19,5524.69,1693.56,organic,2016,HartfordSpringfield
12840,2016-07-24,2.3,7492.17,4130.18,organic,2016,HartfordSpringfield
12841,2016-07-17,2.39,12209.9,8319.6,organic,2016,HartfordSpringfield
12842,2016-07-10,2.33,9578.06,5684.92,organic,2016,HartfordSpringfield
12843,2016-07-03,2.33,9168.9,5248.47,organic,2016,HartfordSpringfield
12844,2016-06-26,2.32,7355.55,4014.44,organic,2016,HartfordSpringfield
12845,2016-06-19,2.31,7083.46,3870.53,organic,2016,HartfordSpringfield
12846,2016-06-12,2.31,5799.45,2234.26,organic,2016,HartfordSpringfield
12847,2016-06-05,2.27,7906.25,4233.98,organic,2016,HartfordSpringfield
12848,2016-05-29,2.36,8731.75,4475.98,organic,2016,HartfordSpringfield
12849,2016-05-22,2.36,10501.75,6937.31,organic,2016,HartfordSpringfield
12850,2016-05-15,2.34,7461.06,3918.92,organic,2016,HartfordSpringfield
12851,2016-05-08,2.16,8622.92,4730.84,organic,2016,HartfordSpringfield
12852,2016-05-01,2.4,13840.67,6788.05,organic,2016,HartfordSpringfield
12853,2016-04-24,2.24,10677.34,7401.65,organic,2016,HartfordSpringfield
12854,2016-04-17,2.2,8121.64,4677.86,organic,2016,HartfordSpringfield
12855,2016-04-10,2.31,8039.96,5189.11,organic,2016,HartfordSpringfield
12856,2016-04-03,2.33,8734.54,5737.71,organic,2016,HartfordSpringfield
12857,2016-03-27,2.18,8342.54,5470.33,organic,2016,HartfordSpringfield
12858,2016-03-20,2.3,6407.43,3015.89,organic,2016,HartfordSpringfield
12859,2016-03-13,2.18,6620.7,3062.13,organic,2016,HartfordSpringfield
12860,2016-03-06,2.18,6367.65,2322.0,organic,2016,HartfordSpringfield
12861,2016-02-28,2.28,9372.36,3354.53,organic,2016,HartfordSpringfield
12862,2016-02-21,2.24,4735.53,1892.09,organic,2016,HartfordSpringfield
12863,2016-02-14,2.31,4968.79,1715.61,organic,2016,HartfordSpringfield
12864,2016-02-07,2.32,7536.3,2047.06,organic,2016,HartfordSpringfield
12865,2016-01-31,2.27,4585.28,2066.5,organic,2016,HartfordSpringfield
12866,2016-01-24,2.28,4508.3,1976.57,organic,2016,HartfordSpringfield
12867,2016-01-17,2.21,3834.56,397.6,organic,2016,HartfordSpringfield
12868,2016-01-10,2.08,3984.77,1059.47,organic,2016,HartfordSpringfield
12869,2016-01-03,1.51,5895.92,1107.95,organic,2016,HartfordSpringfield
12870,2016-12-25,1.21,20826.21,9786.62,organic,2016,Houston
12871,2016-12-18,1.0,23369.48,15811.79,organic,2016,Houston
12872,2016-12-11,1.02,22650.75,15859.15,organic,2016,Houston
12873,2016-12-04,1.0,23759.48,16246.35,organic,2016,Houston
12874,2016-11-27,0.98,38114.66,26547.83,organic,2016,Houston
12875,2016-11-20,0.99,36090.09,24957.08,organic,2016,Houston
12876,2016-11-13,1.1,38684.7,24809.95,organic,2016,Houston
12877,2016-11-06,1.43,34163.02,19925.45,organic,2016,Houston
12878,2016-10-30,1.46,28128.59,9626.4,organic,2016,Houston
12879,2016-10-23,1.43,28930.46,2701.99,organic,2016,Houston
12880,2016-10-16,0.89,48889.9,32368.93,organic,2016,Houston
12881,2016-10-09,0.84,41224.63,26337.61,organic,2016,Houston
12882,2016-10-02,0.81,43340.59,28676.6,organic,2016,Houston
12883,2016-09-25,0.87,40784.87,26899.2,organic,2016,Houston
12884,2016-09-18,0.9,42158.24,27387.17,organic,2016,Houston
12885,2016-09-11,0.87,47076.79,32157.93,organic,2016,Houston
12886,2016-09-04,0.91,44369.75,31055.24,organic,2016,Houston
12887,2016-08-28,0.91,46968.92,31648.57,organic,2016,Houston
12888,2016-08-21,0.98,34420.5,23363.69,organic,2016,Houston
12889,2016-08-14,1.1,31622.99,20770.01,organic,2016,Houston
12890,2016-08-07,1.36,21560.06,9601.95,organic,2016,Houston
12891,2016-07-31,1.45,21414.84,6119.49,organic,2016,Houston
12892,2016-07-24,1.45,22178.66,4748.29,organic,2016,Houston
12893,2016-07-17,1.39,20729.16,4618.93,organic,2016,Houston
12894,2016-07-10,1.2,25644.01,10838.34,organic,2016,Houston
12895,2016-07-03,1.29,15452.08,5514.83,organic,2016,Houston
12896,2016-06-26,1.32,14968.56,5544.26,organic,2016,Houston
12897,2016-06-19,1.13,17848.83,8047.13,organic,2016,Houston
12898,2016-06-12,1.05,19398.78,10567.13,organic,2016,Houston
12899,2016-06-05,1.05,20914.8,11778.49,organic,2016,Houston
12900,2016-05-29,0.96,28717.52,16446.86,organic,2016,Houston
12901,2016-05-22,0.97,28571.29,17874.32,organic,2016,Houston
12902,2016-05-15,1.0,22900.08,15031.01,organic,2016,Houston
12903,2016-05-08,1.04,20458.56,13075.89,organic,2016,Houston
12904,2016-05-01,1.1,16297.47,10315.88,organic,2016,Houston
12905,2016-04-24,1.07,15724.92,9755.57,organic,2016,Houston
12906,2016-04-17,1.11,16685.6,11102.73,organic,2016,Houston
12907,2016-04-10,1.2,13926.61,7599.36,organic,2016,Houston
12908,2016-04-03,1.18,12965.74,6870.78,organic,2016,Houston
12909,2016-03-27,1.24,12911.19,6821.18,organic,2016,Houston
12910,2016-03-20,1.29,11260.96,5486.07,organic,2016,Houston
12911,2016-03-13,1.25,13002.96,5536.29,organic,2016,Houston
12912,2016-03-06,1.17,14320.97,6883.2,organic,2016,Houston
12913,2016-02-28,1.28,12784.14,6287.38,organic,2016,Houston
12914,2016-02-21,1.28,13399.83,6259.11,organic,2016,Houston
12915,2016-02-14,1.24,14196.18,7665.71,organic,2016,Houston
12916,2016-02-07,1.37,12049.42,4874.06,organic,2016,Houston
12917,2016-01-31,1.44,10657.65,3534.71,organic,2016,Houston
12918,2016-01-24,1.38,10504.4,5102.94,organic,2016,Houston
12919,2016-01-17,1.31,11306.09,4808.45,organic,2016,Houston
12920,2016-01-10,1.33,10100.44,5844.44,organic,2016,Houston
12921,2016-01-03,1.36,9643.77,5356.22,organic,2016,Houston
12922,2016-12-25,1.62,2583.94,1416.7,organic,2016,Indianapolis
12923,2016-12-18,1.45,3202.84,1925.3,organic,2016,Indianapolis
12924,2016-12-11,1.09,6248.59,4767.64,organic,2016,Indianapolis
12925,2016-12-04,1.63,3346.65,1925.28,organic,2016,Indianapolis
12926,2016-10-02,1.69,5791.95,2183.47,organic,2016,Roanoke
12927,2016-11-27,1.66,2862.28,1757.24,organic,2016,Indianapolis
12928,2016-11-20,1.59,3377.88,1999.28,organic,2016,Indianapolis
12929,2016-11-13,1.71,3392.09,2059.39,organic,2016,Indianapolis
12930,2016-11-06,1.81,4057.85,2190.57,organic,2016,Indianapolis
12931,2016-10-30,2.1,3125.55,1340.3,organic,2016,Indianapolis
12932,2016-10-23,1.58,3929.64,2364.89,organic,2016,Indianapolis
12933,2016-10-16,1.48,3492.62,1808.02,organic,2016,Indianapolis
12934,2016-10-09,1.48,3479.15,1545.17,organic,2016,Indianapolis
12935,2016-10-02,1.9,2988.84,1268.99,organic,2016,Indianapolis
12936,2016-09-25,1.97,3007.07,1452.69,organic,2016,Indianapolis
12937,2016-09-18,1.96,2874.38,1147.15,organic,2016,Indianapolis
12938,2016-09-11,1.59,4864.91,3044.61,organic,2016,Indianapolis
12939,2016-09-04,1.56,5235.64,2693.07,organic,2016,Indianapolis
12940,2016-08-28,1.25,6033.01,3996.68,organic,2016,Indianapolis
12941,2016-08-21,1.59,4533.5,2490.15,organic,2016,Indianapolis
12942,2016-08-14,1.67,4592.37,2496.53,organic,2016,Indianapolis
12943,2016-08-07,1.7,4430.65,2775.33,organic,2016,Indianapolis
12944,2016-07-31,1.8,3264.33,1625.61,organic,2016,Indianapolis
12945,2016-07-24,1.71,3652.3,1845.02,organic,2016,Indianapolis
12946,2016-07-17,1.19,5015.85,3078.39,organic,2016,Indianapolis
12947,2016-07-10,1.11,5370.5,3217.92,organic,2016,Indianapolis
12948,2016-07-03,1.39,4245.31,2134.22,organic,2016,Indianapolis
12949,2016-06-26,1.39,4164.06,2286.33,organic,2016,Indianapolis
12950,2016-06-19,1.37,4509.52,2422.12,organic,2016,Indianapolis
12951,2016-06-12,1.34,4358.39,2390.53,organic,2016,Indianapolis
12952,2016-06-05,1.25,3998.08,2087.6,organic,2016,Indianapolis
12953,2016-05-29,1.33,4126.64,2069.37,organic,2016,Indianapolis
12954,2016-05-22,1.36,3722.4,1773.75,organic,2016,Indianapolis
12955,2016-05-15,1.26,4772.79,2784.43,organic,2016,Indianapolis
12956,2016-05-08,1.3,3820.07,1708.99,organic,2016,Indianapolis
12957,2016-05-01,1.38,4413.98,2444.53,organic,2016,Indianapolis
12958,2016-04-24,1.27,4243.55,2300.02,organic,2016,Indianapolis
12959,2016-04-17,1.36,4133.9,2508.57,organic,2016,Indianapolis
12960,2016-04-10,1.15,3566.21,2183.22,organic,2016,Indianapolis
12961,2016-04-03,1.54,2278.47,994.29,organic,2016,Indianapolis
12962,2016-03-27,1.4,3215.76,1637.26,organic,2016,Indianapolis
12963,2016-03-20,1.26,3222.83,1904.77,organic,2016,Indianapolis
12964,2016-03-13,1.39,2555.93,1310.83,organic,2016,Indianapolis
12965,2016-03-06,1.48,1831.89,535.04,organic,2016,Indianapolis
12966,2016-02-28,1.6,1901.93,476.4,organic,2016,Indianapolis
12967,2016-02-21,1.53,2235.13,721.01,organic,2016,Indianapolis
12968,2016-02-14,1.24,3182.4,1536.32,organic,2016,Indianapolis
12969,2016-02-07,1.37,3025.26,1198.89,organic,2016,Indianapolis
12970,2016-01-31,1.38,2450.94,1049.89,organic,2016,Indianapolis
12971,2016-01-24,1.13,3585.33,1834.33,organic,2016,Indianapolis
12972,2016-01-17,1.51,2169.25,604.57,organic,2016,Indianapolis
12973,2016-01-10,1.51,2816.92,1089.17,organic,2016,Indianapolis
12974,2016-01-03,1.53,2057.45,640.62,organic,2016,Indianapolis
12975,2016-12-25,1.27,3439.46,3087.84,organic,2016,Jacksonville
12976,2016-12-18,1.27,2966.96,2649.52,organic,2016,Jacksonville
12977,2016-12-11,1.34,4102.26,3715.76,organic,2016,Jacksonville
12978,2016-12-04,1.35,3690.99,3361.17,organic,2016,Jacksonville
12979,2016-11-27,1.43,3212.61,2851.1,organic,2016,Jacksonville
12980,2016-11-20,1.49,4653.39,4158.42,organic,2016,Jacksonville
12981,2016-11-13,1.47,4890.43,4366.7,organic,2016,Jacksonville
12982,2016-11-06,1.43,3789.61,3402.86,organic,2016,Jacksonville
12983,2016-10-30,1.41,4355.53,3767.65,organic,2016,Jacksonville
12984,2016-10-23,1.4,2998.64,2549.19,organic,2016,Jacksonville
12985,2016-10-16,1.36,3022.99,2498.01,organic,2016,Jacksonville
12986,2016-10-09,1.98,2187.6,847.19,organic,2016,Jacksonville
12987,2016-10-02,2.24,1990.61,435.41,organic,2016,Jacksonville
12988,2016-09-25,1.46,4250.85,3374.51,organic,2016,Jacksonville
12989,2016-09-18,1.36,5115.54,4343.68,organic,2016,Jacksonville
12990,2016-09-11,1.87,2614.82,1314.14,organic,2016,Jacksonville
12991,2016-09-04,1.87,2670.47,1420.0,organic,2016,Jacksonville
12992,2016-08-28,1.73,2400.5,1553.33,organic,2016,Jacksonville
12993,2016-08-21,2.0,3378.48,1400.0,organic,2016,Jacksonville
12994,2016-08-14,2.1,3471.82,1166.67,organic,2016,Jacksonville
12995,2016-08-07,2.01,4141.49,1636.67,organic,2016,Jacksonville
12996,2016-07-31,1.92,3706.68,1613.33,organic,2016,Jacksonville
12997,2016-07-24,2.17,4109.11,950.0,organic,2016,Jacksonville
12998,2016-07-17,2.11,3794.69,1023.33,organic,2016,Jacksonville
12999,2016-07-10,1.68,3843.3,2302.88,organic,2016,Jacksonville
13000,2016-07-03,1.26,6402.23,4472.95,organic,2016,Jacksonville
13001,2016-06-26,1.72,3794.29,1213.33,organic,2016,Jacksonville
13002,2016-06-19,1.71,3747.81,1233.33,organic,2016,Jacksonville
13003,2016-06-12,1.73,3772.07,1183.33,organic,2016,Jacksonville
13004,2016-06-05,1.64,3604.28,1486.67,organic,2016,Jacksonville
13005,2016-05-29,1.63,4110.96,1753.33,organic,2016,Jacksonville
13006,2016-05-22,1.66,3862.88,1576.67,organic,2016,Jacksonville
13007,2016-05-15,1.76,3079.43,896.67,organic,2016,Jacksonville
13008,2016-05-08,1.7,3174.26,1163.33,organic,2016,Jacksonville
13009,2016-05-01,1.65,3584.65,870.0,organic,2016,Jacksonville
13010,2016-04-24,1.64,3650.65,1633.33,organic,2016,Jacksonville
13011,2016-04-17,1.73,3452.46,1100.0,organic,2016,Jacksonville
13012,2016-04-10,1.62,3379.11,1343.33,organic,2016,Jacksonville
13013,2016-04-03,1.66,3632.75,1293.33,organic,2016,Jacksonville
13014,2016-03-27,1.73,2778.43,793.33,organic,2016,Jacksonville
13015,2016-03-20,1.58,3783.94,1656.67,organic,2016,Jacksonville
13016,2016-03-13,1.7,3152.41,976.67,organic,2016,Jacksonville
13017,2016-03-06,1.83,2650.6,536.66,organic,2016,Jacksonville
13018,2016-02-28,1.8,2362.13,583.33,organic,2016,Jacksonville
13019,2016-02-21,1.76,2679.98,803.33,organic,2016,Jacksonville
13020,2016-02-14,1.73,2550.87,790.0,organic,2016,Jacksonville
13021,2016-02-07,1.7,2292.78,850.0,organic,2016,Jacksonville
13022,2016-01-31,1.74,2697.3,876.67,organic,2016,Jacksonville
13023,2016-01-24,1.66,2934.24,1226.67,organic,2016,Jacksonville
13024,2016-01-17,1.8,2613.23,660.0,organic,2016,Jacksonville
13025,2016-01-10,1.76,2737.65,903.33,organic,2016,Jacksonville
13026,2016-01-03,1.51,5893.02,860.0,organic,2016,Jacksonville
13027,2016-12-25,1.35,9519.43,5921.68,organic,2016,LasVegas
13028,2016-12-18,1.42,7232.71,4099.95,organic,2016,LasVegas
13029,2016-12-11,1.76,6257.58,2617.12,organic,2016,LasVegas
13030,2016-12-04,2.17,4786.42,1476.89,organic,2016,LasVegas
13031,2016-11-27,1.74,6539.69,3640.82,organic,2016,LasVegas
13032,2016-11-20,1.83,6717.05,3460.06,organic,2016,LasVegas
13033,2016-11-13,1.51,11117.12,6405.03,organic,2016,LasVegas
13034,2016-11-06,1.94,6815.62,1835.57,organic,2016,LasVegas
13035,2016-10-30,2.76,3238.28,206.87,organic,2016,LasVegas
13036,2016-10-23,2.3,2988.4,264.28,organic,2016,LasVegas
13037,2016-10-16,2.85,4317.31,754.04,organic,2016,LasVegas
13038,2016-10-09,2.09,5771.2,2235.52,organic,2016,LasVegas
13039,2016-10-02,3.03,3714.71,718.2,organic,2016,LasVegas
13040,2016-09-25,2.91,4103.97,884.26,organic,2016,LasVegas
13041,2016-09-18,2.04,6494.77,2343.49,organic,2016,LasVegas
13042,2016-09-11,2.2,7662.66,2086.32,organic,2016,LasVegas
13043,2016-09-04,2.02,9266.73,3198.6,organic,2016,LasVegas
13044,2016-08-28,2.02,8132.79,2805.67,organic,2016,LasVegas
13045,2016-08-21,1.99,8861.21,3264.88,organic,2016,LasVegas
13046,2016-08-14,2.14,8267.22,3027.56,organic,2016,LasVegas
13047,2016-08-07,2.16,9591.2,3320.18,organic,2016,LasVegas
13048,2016-07-31,2.27,9953.15,3329.51,organic,2016,LasVegas
13049,2016-07-24,2.3,10298.23,2981.78,organic,2016,LasVegas
13050,2016-07-17,2.25,10784.6,3222.59,organic,2016,LasVegas
13051,2016-07-10,1.9,13234.04,4141.26,organic,2016,LasVegas
13052,2016-07-03,1.59,15607.26,4543.08,organic,2016,LasVegas
13053,2016-06-26,1.56,13868.58,3257.24,organic,2016,LasVegas
13054,2016-06-19,1.52,13092.1,1318.23,organic,2016,LasVegas
13055,2016-06-12,1.42,14204.88,1112.75,organic,2016,LasVegas
13056,2016-06-05,1.41,14224.73,2299.63,organic,2016,LasVegas
13057,2016-05-29,1.35,22983.35,2675.53,organic,2016,LasVegas
13058,2016-05-22,1.38,17710.51,4760.69,organic,2016,LasVegas
13059,2016-05-15,1.2,28101.68,6468.83,organic,2016,LasVegas
13060,2016-05-08,1.31,13681.17,3544.68,organic,2016,LasVegas
13061,2016-05-01,1.51,13228.93,2176.85,organic,2016,LasVegas
13062,2016-04-24,1.36,19698.45,3351.74,organic,2016,LasVegas
13063,2016-04-17,1.34,20001.54,3614.83,organic,2016,LasVegas
13064,2016-04-10,1.22,13473.17,5513.92,organic,2016,LasVegas
13065,2016-04-03,1.25,12425.65,4659.59,organic,2016,LasVegas
13066,2016-03-27,1.41,10187.56,2239.52,organic,2016,LasVegas
13067,2016-03-20,1.35,9463.68,2249.65,organic,2016,LasVegas
13068,2016-03-13,1.33,9530.49,3243.96,organic,2016,LasVegas
13069,2016-03-06,1.3,11858.2,5387.7,organic,2016,LasVegas
13070,2016-02-28,1.29,10997.51,5401.95,organic,2016,LasVegas
13071,2016-02-21,1.44,8237.96,3462.13,organic,2016,LasVegas
13072,2016-02-14,1.28,9595.71,4799.21,organic,2016,LasVegas
13073,2016-02-07,1.41,7720.32,3371.61,organic,2016,LasVegas
13074,2016-01-31,1.68,6797.74,1944.89,organic,2016,LasVegas
13075,2016-01-24,1.47,9297.5,2794.86,organic,2016,LasVegas
13076,2016-01-17,1.47,8854.46,2630.56,organic,2016,LasVegas
13077,2016-01-10,1.41,8480.1,2991.43,organic,2016,LasVegas
13078,2016-01-03,1.69,7552.52,2458.12,organic,2016,LasVegas
13079,2016-12-25,1.17,81458.1,44434.83,organic,2016,LosAngeles
13080,2016-12-18,1.29,75362.42,36187.47,organic,2016,LosAngeles
13081,2016-12-11,1.31,77692.93,39810.93,organic,2016,LosAngeles
13082,2016-12-04,1.52,68500.56,33491.1,organic,2016,LosAngeles
13083,2016-11-27,1.64,63734.67,33602.35,organic,2016,LosAngeles
13084,2016-11-20,1.67,60249.61,35065.61,organic,2016,LosAngeles
13085,2016-11-13,1.7,66733.93,36978.22,organic,2016,LosAngeles
13086,2016-11-06,1.94,64388.86,32082.13,organic,2016,LosAngeles
13087,2016-10-30,2.1,48849.52,19601.8,organic,2016,LosAngeles
13088,2016-10-23,2.44,35647.66,7659.73,organic,2016,LosAngeles
13089,2016-10-16,1.85,56666.92,20889.5,organic,2016,LosAngeles
13090,2016-10-09,1.58,72073.73,38632.86,organic,2016,LosAngeles
13091,2016-10-02,1.52,76112.99,42889.02,organic,2016,LosAngeles
13092,2016-09-25,1.62,62154.36,29848.72,organic,2016,LosAngeles
13093,2016-09-18,1.47,74445.93,36389.08,organic,2016,LosAngeles
13094,2016-09-11,1.2,109755.53,57808.48,organic,2016,LosAngeles
13095,2016-09-04,1.29,106844.47,64496.42,organic,2016,LosAngeles
13096,2016-08-28,1.26,104270.76,64291.12,organic,2016,LosAngeles
13097,2016-08-21,1.19,114354.69,71715.87,organic,2016,LosAngeles
13098,2016-08-14,1.2,131165.9,84590.99,organic,2016,LosAngeles
13099,2016-08-07,1.14,130613.45,91334.56,organic,2016,LosAngeles
13100,2016-07-31,1.21,115313.85,72379.73,organic,2016,LosAngeles
13101,2016-07-24,1.21,111080.96,68912.63,organic,2016,LosAngeles
13102,2016-07-17,1.23,114343.02,69804.84,organic,2016,LosAngeles
13103,2016-07-10,1.15,125690.61,77368.79,organic,2016,LosAngeles
13104,2016-07-03,1.23,116296.31,61364.55,organic,2016,LosAngeles
13105,2016-06-26,1.18,112304.11,54501.15,organic,2016,LosAngeles
13106,2016-06-19,1.23,110087.71,58236.81,organic,2016,LosAngeles
13107,2016-06-12,1.15,106514.62,55280.84,organic,2016,LosAngeles
13108,2016-06-05,1.18,99717.99,55332.07,organic,2016,LosAngeles
13109,2016-05-29,1.11,111714.45,66454.37,organic,2016,LosAngeles
13110,2016-05-22,0.98,115978.52,69458.0,organic,2016,LosAngeles
13111,2016-05-15,1.14,108031.14,61952.78,organic,2016,LosAngeles
13112,2016-05-08,1.13,119123.05,72709.79,organic,2016,LosAngeles
13113,2016-05-01,1.11,102002.62,62543.21,organic,2016,LosAngeles
13114,2016-04-24,1.04,117010.57,73339.32,organic,2016,LosAngeles
13115,2016-04-17,1.01,106228.91,71300.8,organic,2016,LosAngeles
13116,2016-04-10,1.05,108798.33,66520.72,organic,2016,LosAngeles
13117,2016-04-03,1.08,117966.34,60873.61,organic,2016,LosAngeles
13118,2016-03-27,1.07,104358.7,65294.02,organic,2016,LosAngeles
13119,2016-03-20,1.1,96605.4,57024.85,organic,2016,LosAngeles
13120,2016-03-13,1.09,117245.31,68073.51,organic,2016,LosAngeles
13121,2016-03-06,0.96,115143.8,77219.62,organic,2016,LosAngeles
13122,2016-02-28,0.96,128489.58,85186.42,organic,2016,LosAngeles
13123,2016-02-21,1.07,91664.08,54247.84,organic,2016,LosAngeles
13124,2016-02-14,1.09,89422.16,53014.55,organic,2016,LosAngeles
13125,2016-02-07,1.07,80943.91,50624.66,organic,2016,LosAngeles
13126,2016-01-31,1.02,81433.73,49884.36,organic,2016,LosAngeles
13127,2016-01-24,1.06,79706.09,44303.91,organic,2016,LosAngeles
13128,2016-01-17,1.18,65863.8,36273.11,organic,2016,LosAngeles
13129,2016-01-10,1.08,80027.43,51370.48,organic,2016,LosAngeles
13130,2016-01-03,1.15,60896.62,30806.26,organic,2016,LosAngeles
13131,2016-12-25,1.53,1619.79,692.9,organic,2016,Louisville
13132,2016-12-18,1.23,2237.49,1306.31,organic,2016,Louisville
13133,2016-12-11,1.16,1887.69,1177.62,organic,2016,Louisville
13134,2016-12-04,1.28,2391.74,1389.91,organic,2016,Louisville
13135,2016-11-27,1.26,3129.1,2140.68,organic,2016,Louisville
13136,2016-11-20,0.93,4880.21,3594.62,organic,2016,Louisville
13137,2016-11-13,0.94,4559.57,3349.11,organic,2016,Louisville
13138,2016-11-06,1.17,4143.28,2407.42,organic,2016,Louisville
13139,2016-10-30,1.82,2038.12,340.57,organic,2016,Louisville
13140,2016-10-23,1.03,3422.91,2009.51,organic,2016,Louisville
13141,2016-10-16,1.24,2470.03,1200.25,organic,2016,Louisville
13142,2016-10-09,1.08,4017.83,2341.83,organic,2016,Louisville
